Product Name,Product Lable,Product Discription,Product Price,Product Image Link
Cornichon,FRESH AGRI,La barquette de 500g,"1,850",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430603115-1.jpg
Ail persil hachés,FRESH AGRI,La barquette de 250g,"3,840",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430602026-1.jpg
Fèves trempées,FRESH AGRI,La barquette de 200g,"0,890",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191720307228-1_1.jpg
Chou fleur blanc,FRESH AGRI,La barquette de 500g,"6,000",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600305-1.jpg
Piment de Cayenne,FRESH AGRI,La barquette de 300g,"5,880",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600268-1.jpg
Gombo emballé,FRESH AGRI,La barquette de 200g,"16,200",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/619430600251_2.jpg
Oignon,FRESH AGRI,La barquette de 500g,"4,680",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600244-1_1.jpg
Fèves trempées,FRESH AGRI,Le sachet de 200g,"4,000",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600527-1.jpg
Ail pelé,ORTO,Le sachet de 100g,"3,750",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191451002447-1.jpg
Petits pois décortiqués,FRESH AGRI,La boite de 300g,"7,550",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600237-1.jpg
Cardon,,La botte  ,"1,725",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2056560002730-1.jpg
Pois chiche trempés,FRESH AGRI,Le sachet de 180g,"3,750",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600381-1_1.jpg
Chou rouge,,La pièce,"0,980",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2022220020031-1.jpg
Ail pelé,FRESH AGRI,Le sachet de 80g,"3,900",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430600374-1.jpg
Chou vert,,La pièce,"0,980",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2022220010025-1.jpg
Chou fleur,,La pièce,"4,500",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2022220010018-1.jpg
Blette,,La botte,"0,790",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2022220016515-2.jpg
Céleri,,La botte,"0,790",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2022220016539-1_1.jpg
Laitue iceberg,,La pièce,"1,080",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/4/2408705000000-1.jpg
Basilic,,La botte,"1,700",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/6/56000246.jpg
Menthe fraiche,,La botte,"0,880",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191430603320-1.jpg
Persil,,La botte,"0,790",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2022220016522-1_2.jpg
Laitue,,La pièce,"1,030",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/2/0/2022144800009-1.jpg
