Product Name,Product Lable,Product Discription,Product Price,Product Image Link
FANTA orange,FANTA,La bouteille de 1.5L,"3,030",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000052926-1.jpg
FANTA orange,FANTA,La bouteille de 1L,"2,150",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000006271-1_2.jpg
COCA COLA zéro,COCA COLA,La bouteille de 1.5L,"3,030",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000133335-1_1.jpg
COCA COLA zéro,COCA COLA,La bouteille de 1L,"2,360",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000133328-1_1.jpg
COCA COLA zéro,COCA COLA,La bouteille de 0.5L,"1,310",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000131836-1_2.jpg
COCA COLA,COCA COLA,La bouteille de 1L,"2,360",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000054227-1_1.jpg
COCA COLA,COCA COLA,La bouteille de 1.25L,"2,530",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000028921_-1.jpg
COCA COLA,COCA COLA,La bouteille de 1.5L,"3,030",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/5449000000439-1_1.jpg
COCA COLA,COCA COLA,La bouteille de 30cl,"1,120",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/9/0/90338052-1_1_2.jpg
COCA COLA,COCA COLA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/54491472-1_1.jpg
BOGA lim,BOGA,La bouteille de 30cl,"1,120",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019608198-1_6_2.jpg
BOGA mojito,BOGA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019608167-1_1_1.jpg
BOGA menthe,BOGA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019607023-1.jpg
BOGA cidre,BOGA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019605326-1_6.jpg
BOGA lim,BOGA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019605319-1_2_2.jpg
BOGA cidre,BOGA,La bouteille de 1.5L,"3,030",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019605258-1_2.jpg
BOGA lim,BOGA,La bouteille de 1.5L,"3,030",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019605241-1_1.jpg
BOGA lim,BOGA,La bouteille de 1L,"2,160",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019604244-1_6.jpg
APLA pomme,APLA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019605333-1_2.jpg
APLA pomme,APLA,La bouteille de 1L,"2,360",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019604282-1_1.jpg
FANTA citron,FANTA,La bouteille de 0.5L,"1,200",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/4/54492493-1_1.jpg
PUNCH à la pulpe d'orange,PUNCH,La bouteille de 1L,"2,370",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802322-1.jpg
PUNCH à la pulpe orange,PUNCH,La bouteille de 1.5L,"3,100",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6191534802261-1.jpg
BOGA cidre light,BOGA,La canette de 33cl,"1,200",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/6/1/6194019605807-1.jpg
FANTA pomme,FANTA,La bouteille de 0.5L,"1,380",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/9/0/90494499-1.jpg
SCHWEPPES Tonic,SCHWEPPES,La bouteille de 0.5L,"1,700",https://media.carrefour.tn/catalog/product/cache/bbe61c5e1237d092bcb31b107702a416/5/0/50112265-1_3.jpg
